Title,ID,Published,Updated,Summary,Author,Comments,Journal_Ref,Link,Primary_Category,Categories,DOI,License,Affiliation
Open Source Prover in the Attic,http://arxiv.org/abs/2401.13702v1,2024-01-22T12:50:29Z,2024-01-22T12:50:29Z,"  The well known JGEX program became open source a few years ago, but
seemingly, further development of the program can only be done without the
original authors. In our project, we are looking at whether it is possible to
continue such a large project as a newcomer without the involvement of the
original authors. Is there a way to internationalize, fix bugs, improve the
code base, add new features? In other words, to save a relic found in the attic
and polish it into a useful everyday tool.
","['\nZoltán Kovács\nThe Private University College of Education of the Diocese of Linz, Austria\n', '\nAlexander Vujic\nThe Private University College of Education of the Diocese of Linz, Austria\n']","In Proceedings ADG 2023, arXiv:2401.10725","EPTCS 398, 2024, pp. 53-61",http://dx.doi.org/10.4204/EPTCS.398.9,cs.PL,"['cs.PL', 'cs.MS', 'cs.SC', 'cs.SE']",10.4204/EPTCS.398.9,,"['The Private University College of Education of the Diocese of Linz, Austria', 'The Private University College of Education of the Diocese of Linz, Austria']"
"Solving Some Geometry Problems of the Náboj 2023 Contest with
  Automated Deduction in GeoGebra Discovery",http://arxiv.org/abs/2401.13703v1,2024-01-22T12:51:51Z,2024-01-22T12:51:51Z,"  In this article, we solve some of the geometry problems of the N\'aboj 2023
competition with the help of a computer, using examples that the software tool
GeoGebra Discovery can calculate. In each case, the calculation requires
symbolic computations. We analyze the difficulty of feeding the problem into
the machine and set further goals to make the problems of this type of contests
even more tractable in the future.
","['\nAmela Hota\nThe Private University College of Education of the Diocese of Linz, Austria\n', '\nZoltán Kovács\nThe Private University College of Education of the Diocese of Linz, Austria\n', '\nAlexander Vujic\nThe Private University College of Education of the Diocese of Linz, Austria\n']","In Proceedings ADG 2023, arXiv:2401.10725","EPTCS 398, 2024, pp. 110-123",http://dx.doi.org/10.4204/EPTCS.398.14,math.HO,"['math.HO', 'cs.AI', 'cs.CG', 'cs.SC']",10.4204/EPTCS.398.14,,"['The Private University College of Education of the Diocese of Linz, Austria', 'The Private University College of Education of the Diocese of Linz, Austria', 'The Private University College of Education of the Diocese of Linz, Austria']"
"Using Java Geometry Expert as Guide in the Preparations for Math
  Contests",http://arxiv.org/abs/2401.13704v1,2024-01-22T12:52:07Z,2024-01-22T12:52:07Z,"  We give an insight into Java Geometry Expert (JGEX) in use in a school
context, focusing on the Austrian school system. JGEX can offer great support
in some classroom situations, especially for solving mathematical competition
tasks. Also, we discuss some limitations of the program.
","['\nInes Ganglmayr\nThe Private University College of Education of the Diocese of Linz, Austria\n', '\nZoltán Kovács\nThe Private University College of Education of the Diocese of Linz, Austria\n']","In Proceedings ADG 2023, arXiv:2401.10725","EPTCS 398, 2024, pp. 124-131",http://dx.doi.org/10.4204/EPTCS.398.15,cs.CY,"['cs.CY', 'cs.AI', 'cs.CG', 'cs.SC']",10.4204/EPTCS.398.15,,"['The Private University College of Education of the Diocese of Linz, Austria', 'The Private University College of Education of the Diocese of Linz, Austria']"
"On the Algorithmic Verification of Nonlinear Superposition for Systems
  of First Order Ordinary Differential Equations",http://arxiv.org/abs/2401.17012v1,2024-01-30T13:47:46Z,2024-01-30T13:47:46Z,"  This paper belongs to a group of work in the intersection of symbolic
computation and group analysis aiming for the symbolic analysis of differential
equations. The goal is to extract important properties without finding the
explicit general solution. In this contribution, we introduce the algorithmic
verification of nonlinear superposition properties and its implementation. More
exactly, for a system of nonlinear ordinary differential equations of first
order with a polynomial right-hand side, we check if the differential system
admits a general solution by means of a superposition rule and a certain number
of particular solutions. It is based on the theory of Newton polytopes and
associated symbolic computation. The developed method provides the basis for
the identification of nonlinear superpositions within a given system and for
the construction of numerical methods which preserve important algebraic
properties at the numerical level.
","['\nVeronika Treumova\n', '\nDmitry A. Lyakhov\n', '\nDominik L. Michels\n']",,,http://arxiv.org/abs/2401.17012v1,cs.SC,"['cs.SC', 'cs.NA', 'math.NA', 'math.RA']",,,[]
Validated numerics for algebraic path tracking,http://arxiv.org/abs/2401.17973v1,2024-01-31T16:28:17Z,2024-01-31T16:28:17Z,"  Using validated numerical methods, interval arithmetic and Taylor models, we
propose a certified predictor-corrector loop for tracking zeros of polynomial
systems with a parameter. We provide a Rust implementation which shows
tremendous improvement over existing software for certified path tracking.
","['\nAlexandre Guillemot\n', '\nPierre Lairez\n']",,,http://arxiv.org/abs/2401.17973v1,math.NA,"['math.NA', 'cs.NA', 'cs.SC']",,,[]
"Symbolic-numeric algorithm for parameter estimation in discrete-time
  models with $\exp$",http://arxiv.org/abs/2401.16220v1,2024-01-29T15:19:16Z,2024-01-29T15:19:16Z,"  Determining unknown parameter values in dynamic models is crucial for
accurate analysis of the dynamics across the different scientific disciplines.
Discrete-time dynamic models are widely used to model biological processes, but
it is often difficult to determine these parameters. In this paper, we propose
a robust symbolic-numeric approach for parameter estimation in discrete-time
models that involve non-algebraic functions such as exp. We illustrate the
performance (precision) of our approach by applying our approach to the flour
beetle (LPA) model, an archetypal discrete-time model in biology. Unlike
optimization-based methods, our algorithm guarantees to find all solutions of
the parameter values given time-series data for the measured variables.
","['\nYosef Berman\n', '\nJoshua Forrest\n', '\nMatthew Grote\n', '\nAlexey Ovchinnikov\n', '\nSonia Rueda\n']",,,http://arxiv.org/abs/2401.16220v1,q-bio.QM,"['q-bio.QM', 'cs.SC', 'cs.SY', 'eess.SY', 'math.AC', 'math.DS', '92B05, 68W30, 14Q20, 39A60, 13P15']",,,[]
Submodule approach to creative telescoping,http://arxiv.org/abs/2401.08455v1,2024-01-16T15:59:40Z,2024-01-16T15:59:40Z,"  This paper proposes ideas to speed up the process of creative telescoping,
particularly when the telescoper is reducible. One can interpret telescoping as
computing an annihilator $L \in D$ for an element $m$ in a $D$-module $M$. The
main idea is to look for submodules of $M$. If $N$ is a non-trivial submodule
of $M$, constructing the minimal operator $R$ of the image of $m$ in $M/N$
gives a right-factor of $L$ in $D$. Then $L = L' R$ where the left-factor $L'$
is the telescoper of $R(m) \in N$. To expedite computing $L'$, compute the
action of $D$ on a natural basis of $N$, then obtain $L'$ with a cyclic vector
computation.
  The next main idea is that when $N$ has automorphisms, use them to construct
submodules. An automorphism with distinct eigenvalues can be used to decompose
$N$ as a direct sum $N_1 \oplus \cdots \oplus N_k$. Then $L'$ is the LCLM
(Least Common Left Multiple) of $L_1, \ldots, L_k$ where $L_i$ is the
telescoper of the projection of $R(m)$ on $N_i$. An LCLM can greatly increase
the degrees of coefficients, so $L'$ and $L$ can be much larger expressions
than the factors $L_1,\ldots,L_k$ and $R$. Examples show that computing each
factor $L_i$ and $R$ seperately can save a lot of CPU time compared to
computing $L$ in expanded form with standard creative telescoping.
",['\nMark van Hoeij\n'],10 pages,,http://arxiv.org/abs/2401.08455v1,cs.SC,"['cs.SC', '39A04', 'G.2.1']",,,[]
Hypergeometric Solutions of Linear Difference Systems,http://arxiv.org/abs/2401.08470v1,2024-01-16T16:19:09Z,2024-01-16T16:19:09Z,"  We extend Petkov\v{s}ek's algorithm for computing hypergeometric solutions of
scalar difference equations to the case of difference systems $\tau(Y) = M Y$,
with $M \in {\rm GL}_n(C(x))$, where $\tau$ is the shift operator.
Hypergeometric solutions are solutions of the form $\gamma P$ where $P \in
C(x)^n$ and $\gamma$ is a hypergeometric term over $C(x)$, i.e.
${\tau(\gamma)}/{\gamma} \in C(x)$. Our contributions concern efficient
computation of a set of candidates for ${\tau(\gamma)}/{\gamma}$ which we write
as $\lambda = c\frac{A}{B}$ with monic $A, B \in C[x]$, $c \in C^*$. Factors of
the denominators of $M^{-1}$ and $M$ give candidates for $A$ and $B$, while
another algorithm is needed for $c$. We use the super-reduction algorithm to
compute candidates for $c$, as well as other ingredients to reduce the list of
candidates for $A/B$. To further reduce the number of candidates $A/B$, we
bound the so-called type of $A/B$ by bounding local types. Our algorithm has
been implemented in Maple and experiments show that our implementation can
handle systems of high dimension, which is useful for factoring operators.
","['\nMoulay Barkatou\n', '\nMark van Hoeij\n', '\nJohannes Middeke\n', '\nYi Zhou\n']",24 pages,,http://arxiv.org/abs/2401.08470v1,cs.SC,"['cs.SC', '39A04', 'G.2.1']",,,[]
Interpretable Concept Bottlenecks to Align Reinforcement Learning Agents,http://arxiv.org/abs/2401.05821v2,2024-01-11T10:38:22Z,2024-02-01T13:36:04Z,"  Goal misalignment, reward sparsity and difficult credit assignment are only a
few of the many issues that make it difficult for deep reinforcement learning
(RL) agents to learn optimal policies. Unfortunately, the black-box nature of
deep neural networks impedes the inclusion of domain experts for inspecting the
model and revising suboptimal policies. To this end, we introduce *Successive
Concept Bottleneck Agents* (SCoBots), that integrate consecutive concept
bottleneck (CB) layers. In contrast to current CB models, SCoBots do not just
represent concepts as properties of individual objects, but also as relations
between objects which is crucial for many RL tasks. Our experimental results
provide evidence of SCoBots' competitive performances, but also of their
potential for domain experts to understand and regularize their behavior. Among
other things, SCoBots enabled us to identify a previously unknown misalignment
problem in the iconic video game, Pong, and resolve it. Overall, SCoBots thus
result in more human-aligned RL agents. Our code is available at
https://github.com/k4ntz/SCoBots .
","['\nQuentin Delfosse\n', '\nSebastian Sztwiertnia\n', '\nMark Rothermel\n', '\nWolfgang Stammer\n', '\nKristian Kersting\n']","20 pages, 8 of main text, 8 of appendix, 3 main figures",,http://arxiv.org/abs/2401.05821v2,cs.LG,"['cs.LG', 'cs.SC']",,,[]
Universal Analytic Gr{ö}bner Bases and Tropical Geometry,http://arxiv.org/abs/2401.05759v1,2024-01-11T09:08:34Z,2024-01-11T09:08:34Z,"  A universal analytic Gr{\""o}bner basis (UAGB) of an ideal of a Tate algebra
is a set containing a local Gr{\""o}bner basis for all suitable convergence
radii. In a previous article, the authors proved the existence of finite UAGB's
for polynomial ideals, leaving open the question of how to compute them. In
this paper, we provide an algorithm computing a UAGB for a given polynomial
ideal, by traversing the Gr{\""o}bner fan of the ideal. As an application, it
offers a new point of view on algorithms for computing tropical varieties of
homogeneous polynomial ideals, which typically rely on lifting the computations
to an algebra of power series. Motivated by effective computations in tropical
analytic geometry, we also examine local bases for more general convergence
conditions, constraining the radii to a convex polyhedron. In this setting, we
provide an algorithm to compute local Gr{\""o}bner bases and discuss obstacles
towards proving the existence of finite UAGBs. CCS CONCEPTS $\bullet$ Computing
methodologies $\rightarrow$ Algebraic algorithms.
","['\nTristan Vaccon\nUNILIM\n', '\nThibaut Verron\nJKU\n']",,"ISSAC 2023: International Symposium on Symbolic and Algebraic
  Computation 2023, Jul 2023, Troms{{\o}}, Norway. pp.517-525",http://dx.doi.org/10.1145/3597066.3597110,cs.SC,"['cs.SC', 'math.AG', 'math.NT']",10.1145/3597066.3597110,,"['UNILIM', 'JKU']"
"On Hilbert-Poincaré series of affine semi-regular polynomial
  sequences and related Gröbner bases",http://arxiv.org/abs/2401.07768v2,2024-01-15T15:26:52Z,2024-03-03T16:31:16Z,"  Gr\""{o}bner bases are nowadays central tools for solving various problems in
commutative algebra and algebraic geometry. A typical use of Gr\""{o}bner bases
is the multivariate polynomial system solving, which enables us to construct
algebraic attacks against post-quantum cryptographic protocols. Therefore, the
determination of the complexity of computing Gr\""{o}bner bases is very
important both in theory and in practice: One of the most important cases is
the case where input polynomials compose an (overdetermined) affine
semi-regular sequence. The first part of this paper aims to present a survey on
Gr\""{o}bner basis computation and its complexity. In the second part, we shall
give an explicit formula on the (truncated) Hilbert-Poincar\'{e} series
associated to the homogenization of an affine semi-regular sequence. Based on
the formula, we also study (reduced) Gr\""{o}bner bases of the ideals generated
by an affine semi-regular sequence and its homogenization. Some of our results
are considered to give mathematically rigorous proofs of the correctness of
methods for computing Gr\""{o}bner bases of the ideal generated by an affine
semi-regular sequence.
","['\nMomonari Kudo\n', '\nKazuhiro Yokoyama\n']","25 pages, Comments are welcome!","Mathematical Foundations for Post-Quantum Cryptography (T. Takagi
  et al. eds), Mathematics for Industry, Springer, 2024",http://arxiv.org/abs/2401.07768v2,cs.SC,"['cs.SC', 'math.AC', 'math.AG']",,,[]
"Bootstrapping OTS-Funcimg Pre-training Model (Botfip) -- A Comprehensive
  Symbolic Regression Framework",http://arxiv.org/abs/2401.09748v1,2024-01-18T06:19:05Z,2024-01-18T06:19:05Z,"  In the field of scientific computing, many problem-solving approaches tend to
focus only on the process and final outcome, even in AI for science, there is a
lack of deep multimodal information mining behind the data, missing a
multimodal framework akin to that in the image-text domain. In this paper, we
take Symbolic Regression(SR) as our focal point and, drawing inspiration from
the BLIP model in the image-text domain, propose a scientific computing
multimodal framework based on Function Images (Funcimg) and Operation Tree
Sequence (OTS), named Bootstrapping OTS-Funcimg Pre-training Model (Botfip). In
SR experiments, we validate the advantages of Botfip in low-complexity SR
problems, showcasing its potential. As a MED framework, Botfip holds promise
for future applications in a broader range of scientific computing problems.
","['\nTianhao Chen\n', '\nPengbo Xu\n', '\nHaibiao Zheng\n']",,,http://arxiv.org/abs/2401.09748v1,cs.SC,"['cs.SC', 'cs.AI', 'cs.LG']",,,[]
EFO: the Emotion Frame Ontology,http://arxiv.org/abs/2401.10751v1,2024-01-19T15:20:57Z,2024-01-19T15:20:57Z,"  Emotions are a subject of intense debate in various disciplines. Despite the
proliferation of theories and definitions, there is still no consensus on what
emotions are, and how to model the different concepts involved when we talk
about - or categorize - them. In this paper, we propose an OWL frame-based
ontology of emotions: the Emotion Frames Ontology (EFO). EFO treats emotions as
semantic frames, with a set of semantic roles that capture the different
aspects of emotional experience. EFO follows pattern-based ontology design, and
is aligned to the DOLCE foundational ontology. EFO is used to model multiple
emotion theories, which can be cross-linked as modules in an Emotion Ontology
Network. In this paper, we exemplify it by modeling Ekman's Basic Emotions (BE)
Theory as an EFO-BE module, and demonstrate how to perform automated inferences
on the representation of emotion situations. EFO-BE has been evaluated by
lexicalizing the BE emotion frames from within the Framester knowledge graph,
and implementing a graph-based emotion detector from text. In addition, an EFO
integration of multimodal datasets, including emotional speech and emotional
face expressions, has been performed to enable further inquiry into crossmodal
emotion semantics.
","['\nStefano De Giorgis\n', '\nAldo Gangemi\n']",,,http://arxiv.org/abs/2401.10751v1,cs.AI,"['cs.AI', 'cs.CY', 'cs.SC']",,,[]
"Constraint-Generation Policy Optimization (CGPO): Nonlinear Programming
  for Policy Optimization in Mixed Discrete-Continuous MDPs",http://arxiv.org/abs/2401.12243v1,2024-01-20T07:12:57Z,2024-01-20T07:12:57Z,"  We propose Constraint-Generation Policy Optimization (CGPO) for optimizing
policy parameters within compact and interpretable policy classes for mixed
discrete-continuous Markov Decision Processes (DC-MDPs). CGPO is not only able
to provide bounded policy error guarantees over an infinite range of initial
states for many DC-MDPs with expressive nonlinear dynamics, but it can also
provably derive optimal policies in cases where it terminates with zero error.
Furthermore, CGPO can generate worst-case state trajectories to diagnose policy
deficiencies and provide counterfactual explanations of optimal actions. To
achieve such results, CGPO proposes a bi-level mixed-integer nonlinear
optimization framework for optimizing policies within defined expressivity
classes (i.e. piecewise (non)-linear) and reduces it to an optimal constraint
generation methodology that adversarially generates worst-case state
trajectories. Furthermore, leveraging modern nonlinear optimizers, CGPO can
obtain solutions with bounded optimality gap guarantees. We handle stochastic
transitions through explicit marginalization (where applicable) or
chance-constraints, providing high-probability policy performance guarantees.
We also present a road-map for understanding the computational complexities
associated with different expressivity classes of policy, reward, and
transition dynamics. We experimentally demonstrate the applicability of CGPO in
diverse domains, including inventory control, management of a system of water
reservoirs, and physics control. In summary, we provide a solution for deriving
structured, compact, and explainable policies with bounded performance
guarantees, enabling worst-case scenario generation and counterfactual policy
diagnostics.
","['\nMichael Gimelfarb\n', '\nAyal Taitler\n', '\nScott Sanner\n']",,,http://arxiv.org/abs/2401.12243v1,math.OC,"['math.OC', 'cs.LG', 'cs.RO', 'cs.SC', 'cs.SY', 'eess.SY']",,,[]
"Computing greatest common divisor of several parametric univariate
  polynomials via generalized subresultant polynomials",http://arxiv.org/abs/2401.00408v1,2023-12-31T06:32:54Z,2023-12-31T06:32:54Z,"  In this paper, we tackle the following problem: compute the gcd for several
univariate polynomials with parametric coefficients. It amounts to partitioning
the parameter space into ``cells'' so that the gcd has a uniform expression
over each cell and constructing a uniform expression of gcd in each cell. We
tackle the problem as follows. We begin by making a natural and obvious
extension of subresultant polynomials of two polynomials to several
polynomials. Then we develop the following structural theories about them.
  1. We generalize Sylvester's theory to several polynomials, in order to
obtain an elegant relationship between generalized subresultant polynomials and
the gcd of several polynomials, yielding an elegant algorithm.
  2. We generalize Habicht's theory to several polynomials, in order to obtain
a systematic relationship between generalized subresultant polynomials and
pseudo-remainders, yielding an efficient algorithm.
  Using the generalized theories, we present a simple (structurally elegant)
algorithm which is significantly more efficient (both in the output size and
computing time) than algorithms based on previous approaches.
","['\nHoon Hong\n', '\nJing Yang\n']",,,http://arxiv.org/abs/2401.00408v1,cs.SC,['cs.SC'],,,[]
