Title,ID,Published,Updated,Summary,Author,Comments,Journal_Ref,Link,Primary_Category,Categories,DOI,License,Affiliation
"Large scale deployment of C-ITS: Impact assessment results of the
  C-Roads Greece pilots",http://arxiv.org/abs/2311.10734v1,2023-10-21T10:41:28Z,2023-10-21T10:41:28Z,"  This paper aims to provide insights related to the impact assessment and
evaluation results from the use of CITS services in the Greek pilot of the
CRoads Greece project, i.e., Attica Tollway and Egnatia Odos Tollway. The
impact assessment and evaluation of the CITS services includes aspects related
to user acceptance, real world pilot logs collected from the two pilots, and
simulation experiments that were conducted for the impact assessment of the
CITS services. The paper concludes with a roadmap and guidelines for the
extended deployment of CITS services in the Greek highway and urban road
networks.
","['\nAreti Kotsi\n', '\nEvangelos Mitsakis\n']",18 pages,,http://arxiv.org/abs/2311.10734v1,cs.OH,['cs.OH'],,,[]
"Solving the multiplication problem of a large language model system
  using a graph-based method",http://arxiv.org/abs/2310.13016v1,2023-10-18T08:02:00Z,2023-10-18T08:02:00Z,"  The generative pre-trained transformer (GPT)-based chatbot software ChatGPT
possesses excellent natural language processing capabilities but is inadequate
for solving arithmetic problems, especially multiplication. Its GPT structure
uses a computational graph for multiplication, which has limited accuracy
beyond simple multiplication operations. We developed a graph-based
multiplication algorithm that emulated human-like numerical operations by
incorporating a 10k operator, where k represents the maximum power to base 10
of the larger of two input numbers. Our proposed algorithm attained 100%
accuracy for 1,000,000 large number multiplication tasks, effectively solving
the multiplication challenge of GPT-based and other large language models. Our
work highlights the importance of blending simple human insights into the
design of artificial intelligence algorithms. Keywords: Graph-based
multiplication; ChatGPT; Multiplication problem
","['\nTurker Tuncer\n', '\nSengul Dogan\n', '\nMehmet Baygin\n', '\nPrabal Datta Barua\n', '\nAbdul Hafeez-Baig\n', '\nRu-San Tan\n', '\nSubrata Chakraborty\n', '\nU. Rajendra Acharya\n']","9 pages, 3 figures",,http://arxiv.org/abs/2310.13016v1,cs.OH,"['cs.OH', 'cs.AI']",,,[]
How do users design scientific workflows? The Case of Snakemake,http://arxiv.org/abs/2309.14097v1,2023-09-25T12:48:49Z,2023-09-25T12:48:49Z,"  Scientific workflows automate the analysis of large-scale scientific data,
fostering the reuse of data processing operators as well as the reproducibility
and traceability of analysis results. In exploratory research, however,
workflows are continuously adapted, utilizing a wide range of tools and
software libraries, to test scientific hypotheses. Script-based workflow
engines cater to the required flexibility through direct integration of
programming primitives but lack abstractions for interactive exploration of the
workflow design by a user during workflow execution. To derive requirements for
such interactive workflows, we conduct an empirical study on the use of
Snakemake, a popular Python-based workflow engine. Based on workflows collected
from 1602 GitHub repositories, we present insights on common structures of
Snakemake workflows, as well as the language features typically adopted in
their specification.
","['\nSebastian Pohl\n', '\nNourhan Elfaramawy\n', '\nKedi Cao\n', '\nBirte Kehr\n', '\nMatthias Weidlich\n']",,,http://arxiv.org/abs/2309.14097v1,cs.OH,['cs.OH'],,,[]
"Morphological Computing as Logic Underlying Cognition in Human, Animal,
  and Intelligent Machine",http://arxiv.org/abs/2309.13979v1,2023-09-25T09:31:25Z,2023-09-25T09:31:25Z,"  This work examines the interconnections between logic, epistemology, and
sciences within the Naturalist tradition. It presents a scheme that connects
logic, mathematics, physics, chemistry, biology, and cognition, emphasizing
scale-invariant, self-organizing dynamics across organizational tiers of
nature. The inherent logic of agency exists in natural processes at various
levels, under information exchanges. It applies to humans, animals, and
artifactual agents. The common human-centric, natural language-based logic is
an example of complex logic evolved by living organisms that already appears in
the simplest form at the level of basal cognition of unicellular organisms.
Thus, cognitive logic stems from the evolution of physical, chemical, and
biological logic. In a computing nature framework with a self-organizing
agency, innovative computational frameworks grounded in
morphological/physical/natural computation can be used to explain the genesis
of human-centered logic through the steps of naturalized logical processes at
lower levels of organization. The Extended Evolutionary Synthesis of living
agents is essential for understanding the emergence of human-level logic and
the relationship between logic and information processing/computational
epistemology. We conclude that more research is needed to elucidate the details
of the mechanisms linking natural phenomena with the logic of agency in nature.
",['\nGordana Dodig-Crnkovic\n'],"20 pages, no figures",,http://arxiv.org/abs/2309.13979v1,cs.OH,"['cs.OH', 'cs.AI', '03A10']",,,[]
Towards an Interoperability Roadmap for the Energy Transition,http://arxiv.org/abs/2309.08284v1,2023-09-15T09:55:31Z,2023-09-15T09:55:31Z,"  Smart grid interoperability is the means to achieve the twin green and
digital transition but re-mains heterogeneous and fragmented to date. This work
presents the first ideas and corner-stones of an Interoperability Roadmap for
the Energy Transition that is being developed by the Horizon Europe int:net
project. This roadmap builds on four cornerstones that address open
interoperability issues. These are a knowledge base to address the lack of
convergence among existing initiatives, a maturity model and a network of
testing and certification facilities to ad-dress the lack of practical tools
for the industry, and a governance process to address the gap between
standards-related approaches of Standards Development Organisations and
Research and Innovation projects. A community of practice will be set up to
ensure the continuity of the ongoing activities related to smart grid
interoperability. To outlive the duration of the int:net project, the aim is to
formalise the community of practice as a legal entity.
","['\nValerie Reif\n', '\nThomas I. Strasser\n', '\nJoseba Jimeno\n', '\nMarjolaine Farre\n', '\nOliver Genest\n', '\nAmélie Gyrard\n', '\nMark McGranaghan\n', '\nGianluca Lipari\n', '\nJohann Schütz\n', '\nMathias Uslar\n', '\nSebastian Vogel\n', '\nArsim Bytyqi\n', '\nRita Dornmair\n', '\nAndreas Corusa\n', '\nGaurav Roy\n', '\nFerdinanda Ponci\n', '\nAlberto Dognini\n', '\nAntonello Monti\n']","12. (Hybrid) Symposium Communications for Energy Systems (ComForEn
  2023)",,http://arxiv.org/abs/2309.08284v1,cs.OH,['cs.OH'],,,[]
"Proceedings of the XII International Workshop on Locational Analysis and
  Related Problems",http://arxiv.org/abs/2309.08337v2,2023-09-15T11:45:54Z,2023-10-05T05:24:58Z,"  The International Workshop on Locational Analysis and Related Problems will
take place during September 7-8, 2023 in Edinburgh (United Kingdom). It is
organized by the Spanish Location Network and the Location Group GELOCA from
the Spanish Society of Statistics and Operations Research (SEIO). The Spanish
Location Network is a group of more than 140 researchers from several Spanish
universities organized into 7 thematic groups. The Network has been funded by
the Spanish Government since 2003. The current project is RED2022-134149-T. One
of the main activities of the Network is a yearly meeting aimed at promoting
the communication among its members and between them and other researchers, and
to contribute to the development of the location field and related problems. As
a proof of the internationalization of this research group, this will be the
first time that the meeting is held out of Spain. The topics of interest are
location analysis and related problems. This includes location models,
networks, transportation, logistics, exact and heuristic solution methods, and
computational geometry, among others.
","['\nMarta Baldomero-Naranjo\n', '\nVíctor Blanco\n', '\nSergio García\n', '\nRicardo Gázquez\n', '\nJörg Kalcsics\n', '\nLuisa I. Martínez-Merino\n', '\nJuan M. Muñoz-Ocaña\n', '\nFrancisco Temprano\n', '\nAlberto Torrejón\n']","The proceedings book of the previous editions can be found at
  arXiv:2002.08287 arXiv:2002.08293 arXiv:2002.08300 arXiv:2002.01702
  arXiv:2202.13878",,http://arxiv.org/abs/2309.08337v2,cs.OH,['cs.OH'],,,[]
"Inferring Power Grid Information with Power Line Communications: Review
  and Insights",http://arxiv.org/abs/2308.10598v1,2023-08-21T09:56:37Z,2023-08-21T09:56:37Z,"  High-frequency signals were widely studied in the last decade to identify
grid and channel conditions in PLNs. PLMs operating on the grid's physical
layer are capable of transmitting such signals to infer information about the
grid. Hence, PLC is a suitable communication technology for SG applications,
especially suited for grid monitoring and surveillance. In this paper, we
provide several contributions: 1) a classification of PLC-based applications;
2) a taxonomy of the related methodologies; 3) a review of the literature in
the area of PLC Grid Information Inference (GII); and, insights that can be
leveraged to further advance the field. We found research contributions
addressing PLMs for three main PLC-GII applications: topology inference,
anomaly detection, and physical layer key generation. In addition, various
PLC-GII measurement, processing, and analysis approaches were found to provide
distinctive features in measurement resolution, computation complexity, and
analysis accuracy. We utilize the outcome of our review to shed light on the
current limitations of the research contributions and suggest future research
directions in this field.
","['\nAbdulah Jarouf\n', '\nJavier Hernandez Fernandez\n', '\nAymen Omri\n', '\nRoberto Di Pietro\n']",IEEE Communication Surveys and Tutorials Journal,,http://arxiv.org/abs/2308.10598v1,eess.SP,"['eess.SP', 'cs.OH']",,,[]
Wordification: A New Way of Teaching English Spelling Patterns,http://arxiv.org/abs/2309.12981v2,2023-08-29T14:14:01Z,2023-11-10T10:49:12Z,"  Literacy, or the ability to read and write, is a crucial indicator of success
in life and greater society. It is estimated that 85% of people in juvenile
delinquent systems cannot adequately read or write, that more than half of
those with substance abuse issues have complications in reading or writing and
that two-thirds of those who do not complete high school lack proper literacy
skills. Furthermore, young children who do not possess reading skills matching
grade level by the fourth grade are approximately 80% likely to not catch up at
all. Many may believe that in a developed country such as the United States,
literacy fails to be an issue; however, this is a dangerous misunderstanding.
Globally an estimated 1.19 trillion dollars are lost every year due to issues
in literacy; in the USA, the loss is an estimated 300 billion. To put it in
more shocking terms, one in five American adults still fail to comprehend basic
sentences. Making matters worse, the only tools available now to correct a lack
of reading and writing ability are found in expensive tutoring or other
programs that oftentimes fail to be able to reach the required audience. In
this paper, our team puts forward a new way of teaching English spelling and
word recognitions to grade school students in the United States: Wordification.
Wordification is a web application designed to teach English literacy using
principles of linguistics applied to the orthographic and phonological
properties of words in a manner not fully utilized previously in any
computer-based teaching application.
","['\nLexington Whalen\n', '\nNathan Bickel\n', '\nShash Comandur\n', '\nDalton Craven\n', '\nStanley Dubinsky\n', '\nHomayoun Valafar\n']","8 pages, 7 figures, IEEE International Conference on Frontiers in
  Education",,http://arxiv.org/abs/2309.12981v2,cs.OH,"['cs.OH', 'cs.CL', 'K.3']",,,[]
"An Efficient Early-breaking Estimation and Tree-splitting Missing RFID
  Tag Identification Protocol",http://arxiv.org/abs/2308.09484v1,2023-08-16T13:08:16Z,2023-08-16T13:08:16Z,"  Recent statistics have demonstrated that missing items have become the main
cause of loss for retailers in inventory management. To quickly identify
missing tags, traditional protocols adopt Aloha-based strategies which take a
long time, especially when the number of tags is large. Among them, few works
considered the effect of unexpected unknown tags on the missing tag
identification process. With the presence of unknown tags, some missing tags
may be falsely identified as present. Thus, the system's reliability is hardly
guaranteed. In this work, we propose an efficient early-breaking estimation and
tree-splitting-based missing tag identification (ETMTI) protocol for
large-scale RFID systems. In ETMTI, a new early-breaking estimation and
deactivation method is developed to effectively estimate the number of unknown
tags and deactivate them within a short time. Next, a new tree-splitting-based
missing tag identification method is proposed to quickly identify missing tags
with a B-ary splitting tree. Besides, a bit-tracking response strategy is
designed to further reduce the time cost. The optimal parameters, time cost,
and false negative rate of ETMTI are analyzed theoretically. Simulation results
are presented to demonstrate that the proposed ETMTI protocol takes a smaller
time and has a lower false negative rate than the best-performing benchmarks.
","['\nLijuan Zhang\n', '\nMingqiu Fan\n', '\nChunni Yu\n', '\nLei Lei\n']",,,http://arxiv.org/abs/2308.09484v1,cs.OH,['cs.OH'],,,[]
"IoT Based Smart Attendance System Using Rfid: A Systematic Literature
  Review",http://arxiv.org/abs/2308.02591v1,2023-08-03T19:03:09Z,2023-08-03T19:03:09Z,"  The use of Radio Frequency Identification (RFID) technology is ubiquitous in
a number of businesses and sectors, including retail sales, smart cities,
agriculture, and transportation. Additionally, educational institutions have
started using RFID to track student attendance, combining this technology with
Google Sheets and the Internet of Things (IoT) to build a real-time attendance
tracking system. For a thorough examination of the creation of a student
attendance system, this paper includes a systematic literature evaluation of 21
major research published on IoT based attendance systems employing RFID. This
RFID-based attendance system enables automation, eliminating several problems
connected with the manual process, such as time wasting, proxies, and the
possibility of losing the attendance sheet, in contrast to the traditional
attendance system, which depends on manual signatures. By creating a system
that automatically registers students' attendance by merely flashing their
student cards at the RFID reader, all the aforementioned difficulties may be
successfully addressed. This automated method guarantees attendance monitoring
accuracy and dependability while also saving time. This paper's conclusion
highlights the significant advantages of implementing an IoT-based attendance
system based on RFID technology. The suggested solution provides a trustworthy,
efficient, and secure alternative to manual attendance techniques, successfully
addressing their shortcomings. This paper offers helpful insights for
institutions looking to create a cutting-edge attendance system that increases
student involvement and academic achievement by looking at guiding principles,
best practices, and the successful resolution of difficulties.
","['\nKashif Ishaq\n', '\nSamra Bibi\n']",26 Pages,,http://arxiv.org/abs/2308.02591v1,cs.OH,['cs.OH'],,,[]
"Impacts of Business Architecture in the Context of Digital
  Transformation: An Empirical Study Using PLS-SEM Approach",http://arxiv.org/abs/2307.11895v1,2023-07-21T20:42:53Z,2023-07-21T20:42:53Z,"  Despite the critical importance of Digital Transformation, up to 95% of
initiatives fail to deliver expected business benefits. This paper explores the
role of Business Architecture practices in enhancing digital transformation
success. Using an adapted Balanced Scorecard approach and a Structural Equation
Model (SEM), we analysed survey responses from 129 industry practitioners using
a Partial Least Squares (PLS) approach. Our findings indicate that effective
business architecture practices significantly improve business alignment,
efficiency, service delivery, and strategic outcomes, leading to successful
digital transformation. The study also validates factors proposed by AL-Malaise
AL-Ghamdi (2017) in the context of digital transformation. The paper presents
an adapted conceptual model addressing discriminant validity issues in previous
models and benefiting from the robustness of the Balanced Scorecard approach.
The study concludes by highlighting the essential role of business architecture
in driving digital transformation success.
","[""\nDennis O'Higgins\n""]",13 pages,,http://dx.doi.org/10.32996/jbms.2023.5.4.7,cs.OH,['cs.OH'],10.32996/jbms.2023.5.4.7,,[]
"Analytical Solution of Poisson's Equation with Application to VLSI
  Global Placement",http://arxiv.org/abs/2307.12041v1,2023-07-22T10:20:53Z,2023-07-22T10:20:53Z,"  Poisson's equation has been used in VLSI global placement for describing the
potential field caused by a given charge density distribution. Unlike previous
global placement methods that solve Poisson's equation numerically, in this
paper, we provide an analytical solution of the equation to calculate the
potential energy of an electrostatic system. The analytical solution is derived
based on the separation of variables method and an exact density function to
model the block distribution in the placement region, which is an infinite
series and converges absolutely. Using the analytical solution, we give a fast
computation scheme of Poisson's equation and develop an effective and efficient
global placement algorithm called Pplace. Experimental results show that our
Pplace achieves smaller placement wirelength than ePlace and NTUplace3. With
the pervasive applications of Poisson's equation in scientific fields, in
particular, our effective, efficient, and robust computation scheme for its
analytical solution can provide substantial impacts on these fields.
","['\nWenxing Zhu\n', '\nZhipeng Huang\n', '\nJianli Chen\n', '\nYao-Wen Chang\n']",,"2018 IEEE/ACM International Conference on Computer-Aided Design
  (ICCAD)",http://arxiv.org/abs/2307.12041v1,cs.OH,['cs.OH'],,,[]
"Development of an Autonomous Reverse Engineering Capability for
  Controller Area Network Messages to Support Autonomous Control Retrofits",http://arxiv.org/abs/2307.11781v1,2023-07-20T08:00:24Z,2023-07-20T08:00:24Z,"  As the autonomous vehicle industry continues to grow, various companies are
exploring the use of aftermarket kits to retrofit existing vehicles with
semi-autonomous capabilities. However, differences in implementation of the
controller area network (CAN) used by each vehicle manufacturer poses a
significant challenge to achieving large-scale implementation of retrofits. To
address this challenge, this research proposes a method for reverse engineering
the CAN channels associated with a vehicle's accelerator and brake pedals,
without any prior knowledge of the vehicle. By simultaneously recording
inertial measurement unit (IMU) and CAN data during vehicle operation, the
proposed algorithms can identify the CAN channels that correspond to each
control. During testing of six vehicles from three manufacturers, the proposed
method was shown to successfully identify the CAN channels for the accelerator
pedal and brake pedal for each vehicle tested. These promising results
demonstrate the potential for using this approach for developing aftermarket
autonomous vehicle kits - potentially with additional research to facilitate
real-time use. Notably, the proposed system has the potential to maintain its
effectiveness despite changes in vehicle CAN standards, and it could
potentially be adapted to function with any vehicle communications medium.
","['\nKevin Setterstrom\n', '\nJeremy Straub\n']",,,http://arxiv.org/abs/2307.11781v1,cs.OH,"['cs.OH', 'cs.RO', 'cs.SY', 'eess.SY']",,,[]
"The Impact of Process Complexity on Process Performance: A Study using
  Event Log Data",http://arxiv.org/abs/2307.06106v1,2023-07-11T15:11:58Z,2023-07-11T15:11:58Z,"  Complexity is an important characteristic of any business process. The key
assumption of much research in Business Process Management is that process
complexity has a negative impact on process performance. So far, behavioral
studies have measured complexity based on the perception of process
stakeholders. The aim of this study is to investigate if such a connection can
be supported based on the analysis of event log data. To do so, we employ a set
of 38 metrics that capture different dimensions of process complexity. We use
these metrics to build various regression models that explain process
performance in terms of throughput time. We find that process complexity as
captured in event logs explains the throughput time of process executions to a
considerable extent, with the respective R-squared reaching up to 0.96. Our
study offers implications for empirical research on process performance and can
serve as a toolbox for practitioners.
","['\nMaxim Vidgof\n', '\nBastian Wurm\n', '\nJan Mendling\n']",,,http://arxiv.org/abs/2307.06106v1,cs.OH,['cs.OH'],,,[]
