Title,ID,Published,Updated,Summary,Author,Comments,Journal_Ref,Link,Primary_Category,Categories,DOI,License,Affiliation
"Proceedings 14th International Conference on Automated Deduction in
  Geometry",http://arxiv.org/abs/2401.10725v1,2024-01-19T14:42:08Z,2024-01-19T14:42:08Z,"  ADG is a forum to exchange ideas and views, to present research results and
progress, and to demonstrate software tools at the intersection between
geometry and automated deduction. The conference is held every two years. The
previous editions of ADG were held in Hagenberg in 2021 (online, postponed from
2020 due to COVID-19), Nanning in 2018, Strasbourg in 2016, Coimbra in 2014,
Edinburgh in 2012, Munich in 2010, Shanghai in 2008, Pontevedra in 2006,
Gainesville in 2004, Hagenberg in 2002, Zurich in 2000, Beijing in 1998, and
Toulouse in 1996.
  The 14th edition, ADG 2023, was held in Belgrade, Serbia, in September 20-22,
2023. This edition of ADG had an additional special focus topic, Deduction in
Education.
  Invited Speakers: Julien Narboux, University of Strasbourg, France
""Formalisation, arithmetization and automatisation of geometry""; Filip Mari\'c,
University of Belgrade, Serbia, ""Automatization, formalization and
visualization of hyperbolic geometry""; Zlatan Magajna, University of Ljubljana,
Slovenia, ""Workshop OK Geometry""
","['\nPedro Quaresma\nUniversity of Coimbra, Portugal\n', '\nZoltán Kovács\nThe Private University College of Education of the Diocese of Linz, Austria\n']",,"EPTCS 398, 2024",http://dx.doi.org/10.4204/EPTCS.398,cs.LO,"['cs.LO', 'cs.AI', 'cs.CG', 'cs.MS']",10.4204/EPTCS.398,,"['University of Coimbra, Portugal', 'The Private University College of Education of the Diocese of Linz, Austria']"
"Toward a comprehensive simulation framework for hypergraphs: a
  Python-base approach",http://arxiv.org/abs/2401.03917v1,2024-01-08T14:24:54Z,2024-01-08T14:24:54Z,"  Hypergraphs, or generalization of graphs such that edges can contain more
than two nodes, have become increasingly prominent in understanding complex
network analysis. Unlike graphs, hypergraphs have relatively few supporting
platforms, and such dearth presents a barrier to more widespread adaptation of
hypergraph computational toolboxes that could enable further research in
several areas. Here, we introduce HyperRD, a Python package for hypergraph
computation, simulation, and interoperability with other powerful Python
packages in graph and hypergraph research. Then, we will introduce two models
on hypergraph, the general Schelling's model and the SIR model, and simulate
them with HyperRD.
","['\nQuoc Chuong Nguyen\n', '\nTrung Kien Le\n']","13 pages, 3 figures",,http://arxiv.org/abs/2401.03917v1,cs.MS,['cs.MS'],,,[]
The Cytnx Library for Tensor Networks,http://arxiv.org/abs/2401.01921v1,2024-01-03T14:59:50Z,2024-01-03T14:59:50Z,"  We introduce a tensor network library designed for classical and quantum
physics simulations called Cytnx (pronounced as sci-tens). This library
provides almost an identical interface and syntax for both C++ and Python,
allowing users to effortlessly switch between two languages. Aiming at a quick
learning process for new users of tensor network algorithms, the interfaces
resemble the popular Python scientific libraries like NumPy, Scipy, and
PyTorch. Not only multiple global Abelian symmetries can be easily defined and
implemented, Cytnx also provides a new tool called Network that allows users to
store large tensor networks and perform tensor network contractions in an
optimal order automatically. With the integration of cuQuantum, tensor
calculations can also be executed efficiently on GPUs. We present benchmark
results for tensor operations on both devices, CPU and GPU. We also discuss
features and higher-level interfaces to be added in the future.
","['\nKai-Hsin Wu\n', '\nChang-Teng Lin\n', '\nKe Hsu\n', '\nHao-Ti Hung\n', '\nManuel Schneider\n', '\nChia-Min Chung\n', '\nYing-Jer Kao\n', '\nPochung Chen\n']",,,http://arxiv.org/abs/2401.01921v1,cs.MS,"['cs.MS', 'cond-mat.str-el']",,,[]
Using monodromy to recover symmetries of polynomial systems,http://arxiv.org/abs/2312.12685v1,2023-12-20T01:05:00Z,2023-12-20T01:05:00Z,"  Galois/monodromy groups attached to parametric systems of polynomial
equations provide a method for detecting the existence of symmetries in
solution sets. Beyond the question of existence, one would like to compute
formulas for these symmetries, towards the eventual goal of solving the systems
more efficiently. We describe and implement one possible approach to this task
using numerical homotopy continuation and multivariate rational function
interpolation. We describe additional methods that detect and exploit a priori
unknown quasi-homogeneous structure in symmetries. These methods extend the
range of interpolation to larger examples, including applications with
nonlinear symmetries drawn from vision and robotics.
","['\nTimothy Duff\n', '\nViktor Korotynskiy\n', '\nTomas Pajdla\n', '\nMargaret Regan\n']",Extended journal version of conference paper published at ISSAC 2023,,http://arxiv.org/abs/2312.12685v1,math.AG,"['math.AG', 'cs.MS']",,,[]
Strassen's Matrix Multiplication Algorithm Is Still Faster,http://arxiv.org/abs/2312.12732v1,2023-12-20T03:09:50Z,2023-12-20T03:09:50Z,"  Recently, reinforcement algorithms discovered new algorithms that really
jump-started a wave of excitements and a flourishing of publications. However,
there is little on implementations, applications, and, especially, no absolute
performance and, we show here they are not here to replace Strassen's original
fast matrix multiplication yet. We present Matrix Flow, this is a simple Python
project for the automatic formulation, design, implementation, code generation,
and execution of fast matrix multiplication algorithms for CPUs, using BLAS
interface GPUs, and in the future other accelerators. We shall not play with
module-2 (Z2) algorithms and, for simplicity, we present only square
double-precision matrices. By means of factorizing the operand matrices we can
express many algorithms and prove them correct. These algorithms are
represented by Data Flows and matrix data partitions: a Directed Acyclic Graph.
We show that Strassen's original algorithm is still the top choice even for
modern GPUs. We also address error analysis in double precision, because
integer computations are correct, always
","[""\nPaolo D'Alberto\n""]","8 pages, 2 images, mathematical software",,http://arxiv.org/abs/2312.12732v1,cs.MS,"['cs.MS', 'cs.PF', '97N80', 'G.4']",,,[]
MindOpt Adapter for CPLEX Benchmarking Performance Analysis,http://arxiv.org/abs/2312.13527v4,2023-12-21T01:59:33Z,2024-02-01T03:09:51Z,"  This report provides a comprehensive analysis of the performance of MindOpt
Adapter for CPLEX 12.9 in benchmark testing. CPLEX, recognized as a robust
Mixed Integer Programming (MIP) solver, has faced some scrutiny regarding its
performance on MIPLIB 2017 when configured to default settings. MindOpt Adapter
aims to enhance CPLEX's performance by automatically applying improved
configurations for solving optimization problems. Our testing demonstrates that
MindOpt Adapter for CPLEX yields successfully solved 232 of the 240 problems in
the MIPLIB 2017 benchmark set. This performance surpasses all the other solvers
in terms of the number of problems solved and the geometric mean of running
times. The report provides a comparison of the benchmark results against the
outcomes achieved by CPLEX under its default configuration.
","['\nMou Sun\n', '\nTao Li\n', '\nWotao Yin\n']",,,http://arxiv.org/abs/2312.13527v4,cs.MS,"['cs.MS', 'math.OC']",,,[]
Implementation of the Emulator-based Component Analysis,http://arxiv.org/abs/2312.12967v1,2023-12-20T12:14:25Z,2023-12-20T12:14:25Z,"  We present a PyTorch-powered implementation of the emulator-based component
analysis used for ill-posed numerical non-linear inverse problems, where an
approximate emulator for the forward problem is known. This emulator may be a
numerical model, an interpolating function, or a fitting function such as a
neural network. With the help of the emulator and a data set, the method seeks
dimensionality reduction by projection in the variable space so that maximal
variance of the target (response) values of the data is covered. The obtained
basis set for projection in the variable space defines a subspace of the
greatest response for the outcome of the forward problem. The method allows for
the reconstruction of the coordinates in this subspace for an approximate
solution to the inverse problem. We present an example of using the code
provided as a Python class.
","['\nAnton Vladyka\n', '\nEemeli A. Eronen\n', '\nJohannes Niskanen\n']",,,http://arxiv.org/abs/2312.12967v1,math.NA,"['math.NA', 'cs.MS', 'cs.NA']",,,[]
Automated MPI code generation for scalable finite-difference solvers,http://arxiv.org/abs/2312.13094v1,2023-12-20T15:15:56Z,2023-12-20T15:15:56Z,"  Partial differential equations (PDEs) are crucial in modelling diverse
phenomena across scientific disciplines, including seismic and medical imaging,
computational fluid dynamics, image processing, and neural networks. Solving
these PDEs on a large scale is an intricate and time-intensive process that
demands careful tuning. This paper introduces automated code-generation
techniques specifically tailored for distributed memory parallelism (DMP) to
solve explicit finite-difference (FD) stencils at scale, a fundamental
challenge in numerous scientific applications. These techniques are implemented
and integrated into the Devito DSL and compiler framework, a well-established
solution for automating the generation of FD solvers based on a high-level
symbolic math input. Users benefit from modelling simulations at a high-level
symbolic abstraction and effortlessly harnessing HPC-ready distributed-memory
parallelism without altering their source code. This results in drastic
reductions both in execution time and developer effort. While the contributions
of this work are implemented and integrated within the Devito framework, the
DMP concepts and the techniques applied are generally applicable to any FD
solvers. A comprehensive performance evaluation of Devito's DMP via MPI
demonstrates highly competitive weak and strong scaling on the Archer2
supercomputer, demonstrating the effectiveness of the proposed approach in
meeting the demands of large-scale scientific simulations.
","['\nGeorge Bisbas\n', '\nRhodri Nelson\n', '\nMathias Louboutin\n', '\nPaul H. J. Kelly\n', '\nFabio Luporini\n', '\nGerard Gorman\n']","10 pages, 12 figures (18 pages with References and Appendix)",,http://arxiv.org/abs/2312.13094v1,cs.DC,"['cs.DC', 'cs.MS', 'cs.PF']",,,[]
"Efficient Implementation of Interior-Point Methods for Quantum Relative
  Entropy",http://arxiv.org/abs/2312.07438v1,2023-12-12T17:05:38Z,2023-12-12T17:05:38Z,"  Quantum Relative Entropy (QRE) programming is a recently popular and
challenging class of convex optimization problems with significant applications
in quantum computing and quantum information theory. We are interested in
modern interior point (IP) methods based on optimal self-concordant barriers
for the QRE cone. A range of theoretical and numerical challenges associated
with such barrier functions and the QRE cones have hindered the scalability of
IP methods. To address these challenges, we propose a series of numerical and
linear algebraic techniques and heuristics aimed at enhancing the efficiency of
gradient and Hessian computations for the self-concordant barrier function,
solving linear systems, and performing matrix-vector products. We also
introduce and deliberate about some interesting concepts related to QRE such as
symmetric quantum relative entropy (SQRE). We also introduce a two-phase method
for performing facial reduction that can significantly improve the performance
of QRE programming. Our new techniques have been implemented in the latest
version (DDS 2.2) of the software package DDS. In addition to handling QRE
constraints, DDS accepts any combination of several other conic and non-conic
convex constraints. Our comprehensive numerical experiments encompass several
parts including 1) a comparison of DDS 2.2 with Hypatia for the nearest
correlation matrix problem, 2) using DDS for combining QRE constraints with
various other constraint types, and 3) calculating the key rate for quantum key
distribution (QKD) channels and presenting results for several QKD protocols.
","['\nMehdi Karimi\n', '\nLevent Tuncel\n']",24 pages,,http://arxiv.org/abs/2312.07438v1,quant-ph,"['quant-ph', 'cs.MS', 'math.OC']",,,[]
"Performance of linear solvers in tensor-train format on current
  multicore architectures",http://arxiv.org/abs/2312.08006v1,2023-12-13T09:28:09Z,2023-12-13T09:28:09Z,"  In this paper we discuss the performance of solvers for low-rank linear
systems in the tensor-train format, also known as matrix-product states (MPS)
in physics. We focus on today's many-core CPU systems and the interplay of the
performance and the required linear algebra operations in this setting.
Specifically, we consider the tensor-train GMRES method, the modified
alternating linear scheme (MALS) and the alternating minimal energy (AMEn).
Based on the example of a simple non-symmetric system from discretizing a
multidimensional convection-diffusion equation in, e.g., $50^{10}$ grid points,
we illustrate the computational complexity of the three methods. This shows
that the projection to smaller sub-problems reduces the required number of
floating point operations by orders of magnitude: between GMRES and MALS, and
again between MALS and AMEn. All three methods require similar underlying
linear algebra operations (building blocks). We suggest several building block
improvements regarding orthogonalization steps, singular value decompositions,
and tensor contractions. In addition, we propose a simple generic
preconditioner in the tensor-train format based on a rank-1 approximation of
the operator. Combining all optimizations, we obtain roughly a 5x speedup over
the reference implementation for the fastest method (AMEn) on a current
multi-core CPU.
","['\nMelven Röhrig-Zöllner\n', '\nManuel Joey Becklas\n', '\nJonas Thies\n', '\nAchim Basermann\n']","22 pages, 8 figures, submitted to SISC",,http://arxiv.org/abs/2312.08006v1,math.NA,"['math.NA', 'cs.MS', 'cs.NA']",,,[]
"Lineax: unified linear solves and linear least-squares in JAX and
  Equinox",http://arxiv.org/abs/2311.17283v1,2023-11-28T23:50:08Z,2023-11-28T23:50:08Z,"  We introduce Lineax, a library bringing linear solves and linear
least-squares to the JAX+Equinox scientific computing ecosystem. Lineax uses
general linear operators, and unifies linear solves and least-squares into a
single, autodifferentiable API. Solvers and operators are user-extensible,
without requiring the user to implement any custom derivative rules to get
differentiability. Lineax is available at https://github.com/google/lineax.
","['\nJason Rader\n', '\nTerry Lyons\n', '\nPatrick Kidger\n']","7 pages, 1 figure, NeurIPS 2023 AI for Science workshop",,http://arxiv.org/abs/2311.17283v1,cs.MS,['cs.MS'],,,[]
Impact of parallel code optimization on computer power consumption,http://arxiv.org/abs/2312.03315v1,2023-12-06T06:48:16Z,2023-12-06T06:48:16Z,"  The increase in performance and power of computing systems requires the wider
use of program optimizations. The goal of performing optimizations is not only
to reduce program runtime, but also to reduce other computer resources
including power consumption. The goal of the study was to evaluate the impact
of different optimization levels and various optimization strategies on power
consumption. In a series of experiments, it was established that the average
power consumption tends to peak for the programs with optimized source code.
The articles also describes the impact of changing computer architecture on
power consumption graphs. The relationships between the average and median
values of power consumption by example programs are considered. The possibility
of creating program energy consumption profile for a parallel program is shown.
","['\nE. A. Kiselev\n', '\nP. N. Telegin\n', '\nA. V. Baranov\n']",,,http://arxiv.org/abs/2312.03315v1,cs.MS,"['cs.MS', 'cs.DC', '68M20']",,,[]
"A New Challenging Curve Fitting Benchmark Test Set for Global
  Optimization",http://arxiv.org/abs/2312.01709v4,2023-12-04T07:52:42Z,2024-02-07T19:27:42Z,"  Benchmark sets are extremely important for evaluating and developing global
optimization algorithms and related solvers. A new test set named PCC benchmark
is proposed especially for optimization problems of nonlinear curve fitting for
the first time, with the aspiration of helping developers to investigate and
compare the performance of different global optimization solvers, as well as
more effective optimization algorithms could be developed. Compared with the
well-known classical nonlinear curve fitting benchmark set given by the
National Institute of Standards and Technology (NIST) of USA, the most
distinguishable features of the PCC benchmark are small problem dimensions,
unconstrained with free search domain and high level of difficulty for
obtaining global optimization solutions, which make the PCC benchmark be not
only suitable for validating the effectiveness of different global optimization
algorithms, but also more ideal for verifying and comparing various related
solvers. Seven of the world's leading global optimization solvers, including
Baron, Antigone, Couenne, Lingo, Scip, Matlab-GA and 1stOpt, are employed to
test NIST and PCC benchmark thoroughly in terms of both effectiveness and
efficiency. The results showed that the NIST benchmark is relatively simple and
not suitable for global optimization testing, meanwhile the PCC benchmark is a
unique, challenging and effective test dataset for global optimization.
","['\nPeicong Cheng\n', '\nPeicheng Cheng\n']",,,http://arxiv.org/abs/2312.01709v4,math.OC,"['math.OC', 'cs.MS', 'cs.NA', 'math.NA']",,,[]
"A Framework for Self-Intersecting Surfaces (SOS): Symmetric Optimisation
  for Stability",http://arxiv.org/abs/2312.02113v1,2023-12-04T18:46:42Z,2023-12-04T18:46:42Z,"  In this paper, we give a stable and efficient method for fixing
self-intersections and non-manifold parts in a given embedded simplicial
complex. In addition, we show how symmetric properties can be used for further
optimisation. We prove an initialisation criterion for computation of the outer
hull of an embedded simplicial complex. To regularise the outer hull of the
retriangulated surface, we present a method to remedy non-manifold edges and
points. We also give a modification of the outer hull algorithm to determine
chambers of complexes which gives rise to many new insights. All of these
methods have applications in many areas, for example in 3D-printing, artistic
realisations of 3D models or fixing errors introduced by scanning equipment
applied for tomography. Implementations of the proposed algorithms are given in
the computer algebra system GAP4. For verification of our methods, we use a
data-set of highly self-intersecting symmetric icosahedra.
","['\nChristian Amend\n', '\nTom Goertzen\n']",,,http://arxiv.org/abs/2312.02113v1,cs.CG,"['cs.CG', 'cs.MS', 'math.CO']",,,[]
Ricci-Notation Tensor Framework for Model-Based Approaches to Imaging,http://arxiv.org/abs/2312.04018v2,2023-12-07T03:25:40Z,2024-01-10T23:18:02Z,"  Model-based approaches to imaging, like specialized image enhancements in
astronomy, facilitate explanations of relationships between observed inputs and
computed outputs. These models may be expressed with extended matrix-vector
(EMV) algebra, especially when they involve only scalars, vectors, and
matrices, and with n-mode or index notations, when they involve
multidimensional arrays, also called numeric tensors or, simply, tensors. While
this paper features an example, inspired by exoplanet imaging, that employs
tensors to reveal embedded 2D fast Fourier transforms in an image enhancement
model, the work is actually about the tensor algebra and software, or tensor
frameworks, available for model-based imaging. The paper proposes a
Ricci-notation tensor (RT) framework, comprising a dual-variant index notation,
with Einstein summation convention, and codesigned object-oriented software,
called the RTToolbox for MATLAB. Extensions to Ricci notation offer novel
representations for entrywise, pagewise, and broadcasting operations popular in
EMV frameworks for imaging. Complementing the EMV algebra computable with
MATLAB, the RTToolbox demonstrates programmatic and computational efficiency
thanks to careful design of tensor and dual-variant index classes. Compared to
its closest competitor, also a numeric tensor framework that uses index
notation, the RT framework enables superior ways to model imaging problems and,
thereby, to develop solutions.
","['\nDileepan Joseph\nElectrical and Computer Engineering, University of Alberta\n']","39 pages, 7 figures, 5 tables",,http://arxiv.org/abs/2312.04018v2,cs.MS,"['cs.MS', 'astro-ph.IM', 'eess.IV', 'G.4; I.4.3']",,,"['Electrical and Computer Engineering, University of Alberta']"
