Title,ID,Published,Updated,Summary,Author,Comments,Journal_Ref,Link,Primary_Category,Categories,DOI,License,Affiliation
Characterizing Physical Memory Fragmentation,http://arxiv.org/abs/2401.03523v1,2024-01-07T15:50:17Z,2024-01-07T15:50:17Z,"  External fragmentation of physical memory occurs when adjacent differently
sized regions of allocated physical memory are freed at different times,
causing free memory to be physically discontiguous. It can significantly
degrade system performance and efficiency, such as reducing the ability to use
huge pages, a critical optimization on modern large-memory system. For decades
system developers have sought to avoid and mitigate fragmentation, but few
prior studies quantify and characterize it in production settings.
  Moreover, prior work often artificially fragments physical memory to create
more realistic performance evaluations, but their fragmentation methodologies
are ad hoc and unvalidated. Out of 13 papers, we found 11 different
methodologies, some of which were subsequently found inadequate. The importance
of addressing fragmentation necessitates a validated and principled
methodology.
  Our work fills these gaps in knowledge and methodology. We conduct a study of
memory fragmentation in production by observing 248 machines in the Computer
Sciences Department at University of Wisconsin - Madison for a week. We
identify six key memory usage patterns, and find that Linux's file cache and
page reclamation systems are major contributors to fragmentation because they
often obliviously break up contiguous memory. Finally, we create and\'uril, a
tool to artificially fragment memory during experimental research evaluations.
While and\'uril ultimately fails as a scientific tool, we discuss its design
ideas, merits, and failings in hope that they may inspire future research.
","['\nMark Mansi\n', '\nMichael M. Swift\n']","23 pages, 9 figures",,http://arxiv.org/abs/2401.03523v1,cs.OS,"['cs.OS', 'cs.PF', 'D.4.2']",,,[]
"RAID Organizations for Improved Reliability and Performance: A Not
  Entirely Unbiased Tutorial (1st revision)",http://arxiv.org/abs/2401.03235v1,2024-01-06T15:08:45Z,2024-01-06T15:08:45Z,"  RAID proposal advocated replacing large disks with arrays of PC disks, but as
the capacity of small disks increased 100-fold in 1990s the production of large
disks was discontinued. Storage dependability is increased via replication or
erasure coding. Cloud storage providers store multiple copies of data obviating
for need for further redundancy. Varitaions of RAID based on local recovery
codes, partial MDS reduce recovery cost. NAND flash Solid State Disks - SSDs
have low latency and high bandwidth, are more reliable, consume less power and
have a lower TCO than Hard Disk Drives, which are more viable for hyperscalers.
",['\nAlexander Thomasian\n'],"Submitted to ACM Computing Surveys. arXiv admin note: substantial
  text overlap with arXiv:2306.08763",,http://arxiv.org/abs/2401.03235v1,cs.DC,"['cs.DC', 'cs.OS', 'cs.PF']",,,[]
"Design and Implementation Considerations for a Virtual File System Using
  an Inode Data Structure",http://arxiv.org/abs/2312.15153v1,2023-12-23T03:44:17Z,2023-12-23T03:44:17Z,"  Virtual file systems are a tool to centralize and mobilize a file system that
could otherwise be complex and consist of multiple hierarchies, hard disks, and
more. In this paper, we discuss the design of Unix-based file systems and how
this type of file system layout using inode data structures and a disk emulator
can be implemented as a single-file virtual file system in Linux. We explore
the ways that virtual file systems are vulnerable to security attacks and
introduce straightforward solutions that can be implemented to help prevent or
mitigate the consequences of such attacks.
","['\nQin Sun\n', '\nGrace McKenzie\n', '\nGuanqun Song\n', '\nTing Zhu\n']",,,http://arxiv.org/abs/2312.15153v1,cs.OS,"['cs.OS', 'cs.CR', 'cs.SY', 'eess.SY']",,,[]
"Attention, Distillation, and Tabularization: Towards Practical Neural
  Network-Based Prefetching",http://arxiv.org/abs/2401.06362v3,2023-12-23T05:46:05Z,2024-02-22T04:15:45Z,"  Attention-based Neural Networks (NN) have demonstrated their effectiveness in
accurate memory access prediction, an essential step in data prefetching.
However, the substantial computational overheads associated with these models
result in high inference latency, limiting their feasibility as practical
prefetchers. To close the gap, we propose a new approach based on
tabularization that significantly reduces model complexity and inference
latency without sacrificing prediction accuracy. Our novel tabularization
methodology takes as input a distilled, yet highly accurate attention-based
model for memory access prediction and efficiently converts its expensive
matrix multiplications into a hierarchy of fast table lookups. As an exemplar
of the above approach, we develop DART, a prefetcher comprised of a simple
hierarchy of tables. With a modest 0.09 drop in F1-score, DART reduces 99.99%
of arithmetic operations from the large attention-based model and 91.83% from
the distilled model. DART accelerates the large model inference by 170x and the
distilled model by 9.4x. DART has comparable latency and storage costs as
state-of-the-art rule-based prefetcher BO but surpasses it by 6.1% in IPC
improvement. DART outperforms state-of-the-art NN-based prefetchers TransFetch
by 33.1% and Voyager by 37.2% in terms of IPC improvement, primarily due to its
low prefetching latency.
","['\nPengmiao Zhang\n', '\nNeelesh Gupta\n', '\nRajgopal Kannan\n', '\nViktor K. Prasanna\n']",,,http://arxiv.org/abs/2401.06362v3,cs.NE,"['cs.NE', 'cs.AR', 'cs.LG', 'cs.OS']",,,[]
BPF-oF: Storage Function Pushdown Over the Network,http://arxiv.org/abs/2312.06808v1,2023-12-11T19:45:01Z,2023-12-11T19:45:01Z,"  Storage disaggregation, wherein storage is accessed over the network, is
popular because it allows applications to independently scale storage capacity
and bandwidth based on dynamic application demand. However, the added network
processing introduced by disaggregation can consume significant CPU resources.
In many storage systems, logical storage operations (e.g., lookups,
aggregations) involve a series of simple but dependent I/O access patterns.
Therefore, one way to reduce the network processing overhead is to execute
dependent series of I/O accesses at the remote storage server, reducing the
back-and-forth communication between the storage layer and the application. We
refer to this approach as \emph{remote-storage pushdown}. We present BPF-oF, a
new remote-storage pushdown protocol built on top of NVMe-oF, which enables
applications to safely push custom eBPF storage functions to a remote storage
server.
  The main challenge in integrating BPF-oF with storage systems is preserving
the benefits of their client-based in-memory caches. We address this challenge
by designing novel caching techniques for storage pushdown, including splitting
queries into separate in-memory and remote-storage phases and periodically
refreshing the client cache with sampled accesses from the remote storage
device. We demonstrate the utility of BPF-oF by integrating it with three
storage systems, including RocksDB, a popular persistent key-value store that
has no existing storage pushdown capability. We show BPF-oF provides
significant speedups in all three systems when accessed over the network, for
example improving RocksDB's throughput by up to 2.8$\times$ and tail latency by
up to 2.6$\times$.
","['\nIoannis Zarkadas\n', '\nTal Zussman\n', '\nJeremy Carin\n', '\nSheng Jiang\n', '\nYuhong Zhong\n', '\nJonas Pfefferle\n', '\nHubertus Franke\n', '\nJunfeng Yang\n', '\nKostis Kaffes\n', '\nRyan Stutsman\n', '\nAsaf Cidon\n']",,,http://arxiv.org/abs/2312.06808v1,cs.OS,['cs.OS'],,,[]
KEN: Kernel Extensions using Natural Language,http://arxiv.org/abs/2312.05531v1,2023-12-09T10:45:54Z,2023-12-09T10:45:54Z,"  The ability to modify and extend an operating system is an important feature
for improving a system's security, reliability, and performance. The extended
Berkeley Packet Filters (eBPF) ecosystem has emerged as the standard mechanism
for extending the Linux kernel and has recently been ported to Windows. eBPF
programs inject new logic into the kernel that the system will execute before
or after existing logic. While the eBPF ecosystem provides a flexible mechanism
for kernel extension, it is difficult for developers to write eBPF programs
today. An eBPF developer must have deep knowledge of the internals of the
operating system to determine where to place logic and cope with programming
limitations on the control flow and data accesses of their eBPF program
enforced by the eBPF verifier. This paper presents KEN, an alternative
framework that alleviates the difficulty of writing an eBPF program by allowing
Kernel Extensions to be written in Natural language. KEN uses recent advances
in large language models (LLMs) to synthesize an eBPF program given a user's
English language prompt. To ensure that LLM's output is semantically equivalent
to the user's prompt, KEN employs a combination of LLM-empowered program
comprehension, symbolic execution, and a series of feedback loops. KEN's key
novelty is the combination of these techniques. In particular, the system uses
symbolic execution in a novel structure that allows it to combine the results
of program synthesis and program comprehension and build on the recent success
that LLMs have shown for each of these tasks individually. To evaluate KEN, we
developed a new corpus of natural language prompts for eBPF programs. We show
that KEN produces correct eBPF programs on 80% which is an improvement of a
factor of 2.67 compared to an LLM-empowered program synthesis baseline.
","['\nYusheng Zheng\n', '\nYiwei Yang\n', '\nMaolin Chen\n', '\nAndrew Quinn\n']",,,http://arxiv.org/abs/2312.05531v1,cs.AI,"['cs.AI', 'cs.OS']",,,[]
On a Foundation Model for Operating Systems,http://arxiv.org/abs/2312.07813v1,2023-12-13T00:23:22Z,2023-12-13T00:23:22Z,"  This paper lays down the research agenda for a domain-specific foundation
model for operating systems (OSes). Our case for a foundation model revolves
around the observations that several OS components such as CPU, memory, and
network subsystems are interrelated and that OS traces offer the ideal dataset
for a foundation model to grasp the intricacies of diverse OS components and
their behavior in varying environments and workloads. We discuss a wide range
of possibilities that then arise, from employing foundation models as policy
agents to utilizing them as generators and predictors to assist traditional OS
control algorithms. Our hope is that this paper spurs further research into OS
foundation models and creating the next generation of operating systems for the
evolving computing landscape.
","['\nDivyanshu Saxena\n', '\nNihal Sharma\n', '\nDonghyun Kim\n', '\nRohit Dwivedula\n', '\nJiayi Chen\n', '\nChenxi Yang\n', '\nSriram Ravula\n', '\nZichao Hu\n', '\nAditya Akella\n', '\nSebastian Angel\n', '\nJoydeep Biswas\n', '\nSwarat Chaudhuri\n', '\nIsil Dillig\n', '\nAlex Dimakis\n', '\nP. Brighten Godfrey\n', '\nDaehyeok Kim\n', '\nChris Rossbach\n', '\nGang Wang\n']","Machine Learning for Systems Workshop at 37th NeurIPS Conference,
  2023, New Orleans, LA, USA",,http://arxiv.org/abs/2312.07813v1,cs.OS,"['cs.OS', 'cs.LG']",,,[]
PowerInfer: Fast Large Language Model Serving with a Consumer-grade GPU,http://arxiv.org/abs/2312.12456v1,2023-12-16T02:27:00Z,2023-12-16T02:27:00Z,"  This paper introduces PowerInfer, a high-speed Large Language Model (LLM)
inference engine on a personal computer (PC) equipped with a single
consumer-grade GPU. The key underlying the design of PowerInfer is exploiting
the high locality inherent in LLM inference, characterized by a power-law
distribution in neuron activation. This distribution indicates that a small
subset of neurons, termed hot neurons, are consistently activated across
inputs, while the majority, cold neurons, vary based on specific inputs.
PowerInfer exploits such an insight to design a GPU-CPU hybrid inference
engine: hot-activated neurons are preloaded onto the GPU for fast access, while
cold-activated neurons are computed on the CPU, thus significantly reducing GPU
memory demands and CPU-GPU data transfers. PowerInfer further integrates
adaptive predictors and neuron-aware sparse operators, optimizing the
efficiency of neuron activation and computational sparsity. Evaluation shows
that PowerInfer attains an average token generation rate of 13.20 tokens/s,
with a peak of 29.08 tokens/s, across various LLMs (including OPT-175B) on a
single NVIDIA RTX 4090 GPU, only 18% lower than that achieved by a top-tier
server-grade A100 GPU. This significantly outperforms llama.cpp by up to 11.69x
while retaining model accuracy.
","['\nYixin Song\n', '\nZeyu Mi\n', '\nHaotong Xie\n', '\nHaibo Chen\n']","15 pages, 18 figures",,http://arxiv.org/abs/2312.12456v1,cs.LG,"['cs.LG', 'cs.OS']",,,[]
"Security, extensibility, and redundancy in the Metabolic Operating
  System",http://arxiv.org/abs/2401.01357v1,2023-12-11T21:26:55Z,2023-12-11T21:26:55Z,"  People living with Type 1 Diabetes (T1D) lose the ability to produce insulin
naturally. To compensate, they inject synthetic insulin. One common way to
inject insulin is through automated insulin delivery systems, which use sensors
to monitor their metabolic state and an insulin pump device to adjust insulin
to adapt.
  In this paper, we present the Metabolic Operating System, a new automated
insulin delivery system that we designed from the ground up using security
first principles. From an architecture perspective, we apply separation
principles to simplify the core system and isolate non-critical functionality
from the core closed-loop algorithm. From an algorithmic perspective, we
evaluate trends in insulin technology and formulate a simple, but effective,
algorithm given the state-of-the-art. From a safety perspective, we build in
multiple layers of redundancy to ensure that the person using our system
remains safe.
  Fundamentally, this paper is a paper on real-world experiences building and
running an automated insulin delivery system. We report on the design
iterations we make based on experiences working with one individual using our
system. Our evaluation shows that an automated insulin delivery system built
from the ground up using security first principles can still help manage T1D
effectively.
  Our source code is open source and available on GitHub (link omitted).
",['\nSamuel T. King\n'],,,http://arxiv.org/abs/2401.01357v1,cs.CR,"['cs.CR', 'cs.OS']",,,[]
"MaxMem: Colocation and Performance for Big Data Applications on Tiered
  Main Memory Servers",http://arxiv.org/abs/2312.00647v1,2023-12-01T15:18:35Z,2023-12-01T15:18:35Z,"  We present MaxMem, a tiered main memory management system that aims to
maximize Big Data application colocation and performance. MaxMem uses an
application-agnostic and lightweight memory occupancy control mechanism based
on fast memory miss ratios to provide application QoS under increasing
colocation. By relying on memory access sampling and binning to quickly
identify per-process memory heat gradients, MaxMem maximizes performance for
many applications sharing tiered main memory simultaneously. MaxMem is designed
as a user-space memory manager to be easily modifiable and extensible, without
complex kernel code development. On a system with tiered main memory consisting
of DRAM and Intel Optane persistent memory modules, our evaluation confirms
that MaxMem provides 11% and 38% better throughput and up to 80% and an order
of magnitude lower 99th percentile latency than HeMem and Linux AutoNUMA,
respectively, with a Big Data key-value store in dynamic colocation scenarios.
","['\nAmanda Raybuck\nThe University of Texas at Austin\n', '\nWei Zhang\nMicrosoft\n', '\nKayvan Mansoorshahi\nThe University of Texas at Austin\n', '\nAditya K. Kamath\nUniversity of Washington\n', '\nMattan Erez\nThe University of Texas at Austin\n', '\nSimon Peter\nUniversity of Washington\n']","12 pages, 10 figures",,http://arxiv.org/abs/2312.00647v1,cs.OS,['cs.OS'],,,"['The University of Texas at Austin', 'Microsoft', 'The University of Texas at Austin', 'University of Washington', 'The University of Texas at Austin', 'University of Washington']"
Robust Resource Partitioning Approach for ARINC 653 RTOS,http://arxiv.org/abs/2312.01436v1,2023-12-03T16:03:08Z,2023-12-03T16:03:08Z,"  Modern airborne operating systems implement the concept of robust time and
resource partitioning imposed by the standards for aerospace and
airborne-embedded software systems, such as ARINC 653. While these standards do
provide a considerable amount of design choices in regards to resource
partitioning on the architectural and API levels, such as isolated memory
spaces between the application partitions, predefined resource configuration,
and unidirectional ports with limited queue and message sizes for
inter-partition communication, they do not specify how an operating system
should implement them in software. Furthermore, they often tend to set the
minimal level of the required guarantees, for example, in terms of memory
permissions, and disregard the hardware state of the art, which presently can
provide considerably stronger guarantees at no extra cost. In the paper we
present an architecture of robust resource partitioning for ARINC 653 real-time
operating systems based on completely static MMU configuration. The
architecture was implemented on different types of airborne hardware, including
platforms with TLB-based and page table-based MMU. Key benefits of the proposed
approach include minimised run-time overhead and simpler verification of the
memory subsystem.
","['\nVitaly Cheptsov\n', '\nAlexey Khoroshilov\n']","7 pages, 3 figures, submitted to Ivannikov ISP RAS Open Conference
  2023",,http://arxiv.org/abs/2312.01436v1,cs.OS,['cs.OS'],,,[]
